"player","team","position","status","photo","event_points","form","now_cost","points_per_game","selected_by_percent","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","influence","creativity","threat","ict_index","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","starts_per_90","clean_sheets_per_90","cluster","rec"
"Josh Brownhill","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p172782.png",2,2.2,4.7,2.6,0.3,50,1499,3,0,2,31,0,0,0,2,0,0,0,289.6,267.7,138,69.8,0.06,0,0.08,0.14,1.58,1.86,0.96,0.12,2,"Not recommended"
"Jack Cork","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p40145.png",0,0,4.8,1,0,1,16,0,0,0,0,0,0,0,0,0,0,0,1.8,0.9,2,0.5,0,0,0.06,0.06,0.73,0,0,0,3,"Not recommended"
"Josh Cullen","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p172567.png",0,0,5,1.6,0.1,18,844,0,1,0,24,0,0,0,5,0,0,0,128.8,114.2,18,26.1,0.01,0,0.09,0.1,2.02,2.56,1.07,0,5,"Not recommended"
"Jóhann Berg Gudmundsson","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p60586.png",5,1.5,4.8,1.8,0,24,753,0,2,1,14,0,0,0,2,0,0,0,128.8,355.6,75,56.1,0.07,0,0.22,0.29,1.34,1.67,1.08,0.12,5,"Not recommended"
"Anass Zaroury","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p511783.png",0,0,4.7,0.6,0,3,135,0,0,0,4,0,0,0,0,1,0,0,3.8,31.6,19,4.8,0.11,0,0.06,0.17,2.09,2.67,0.67,0,3,"Not recommended"
"Sander Berge","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p207189.png",-2,2.5,4.7,2,0.1,41,1472,1,1,2,34,0,0,0,4,1,0,3,242.4,175.3,98,51.5,0.09,0,0.03,0.12,2.01,2.08,1.04,0.12,2,"Not recommended"
"Nathan Redmond","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p83283.png",0,0.8,4.7,0.9,0,11,132,0,0,0,5,0,0,0,1,0,0,0,23.8,52.5,18,9.4,0.02,0,0.25,0.27,2.67,3.41,0,0,3,"Not recommended"
"Luca Koleosho","Burnley","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p487702.png",0,0,4.8,2.7,0.1,40,972,1,2,3,23,0,0,0,0,0,0,0,86.8,147.9,213,44.5,0.18,0,0.1,0.28,1.44,2.13,1.2,0.28,2,"Not recommended"
"Jacob Bruun Larsen","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p179458.png",0,1,4.9,1.9,0,30,446,2,0,1,9,0,0,0,0,0,0,0,106,162,143,40.6,0.26,0,0.07,0.33,1.48,1.82,0.81,0.2,5,"Not recommended"
"Wilson Odobert","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p550839.png",2,5,5,3.4,0.1,37,566,3,1,1,14,0,0,0,2,0,0,3,181.8,122.3,119,42.2,0.1,0,0.19,0.29,2.12,2.23,1.11,0.16,2,"Not recommended"
"Aaron Ramsey","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p447715.png",1,0.5,5,1.2,0,12,287,0,0,0,9,0,0,0,0,0,0,0,29,21.6,24,7.3,0.03,0,0.14,0.17,2.18,2.82,0.63,0,3,"Not recommended"
"Mike Trésor","Burnley","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p437748.png",1,1.2,5.4,1.3,0,17,390,0,0,0,8,0,0,0,0,0,0,0,40.4,109.4,24,17.5,0.09,0,0.12,0.21,2.2,1.85,0.69,0,3,"Not recommended"
"Moisés Caicedo Corozo","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p486672.png",2,1.5,4.6,1.8,1.2,31,1363,0,0,3,22,0,0,0,4,0,0,0,214.4,171.1,27,40.8,0.02,0,0.04,0.06,1.34,1.45,0.99,0.2,2,"Not recommended"
"Andrey Nascimento dos Santos","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p532605.png",0,0,4.3,1,0.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0.2,0.77,0,0,0.77,0.26,0,0,0,1,"Not recommended"
"Carney Chukwuemeka","Chelsea","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p478912.png",0,0,4.2,3,1,6,125,1,0,0,2,0,0,0,2,0,0,0,34.8,25.1,39,9.9,0.06,0,0.14,0.2,1.41,1.44,1.44,0,5,"Not recommended"
"Enzo Fernández","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p448047.png",1,0.5,4.8,2.6,2.2,45,1262,2,1,4,22,0,0,1,4,0,0,3,256,281.8,252,78.9,0.31,0,0.13,0.44,1.51,1.57,1.07,0.29,2,"Not recommended"
"Conor Gallagher","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p232787.png",2,1.5,5.4,2.8,0.5,53,1597,0,5,4,27,0,0,0,4,1,0,4,339.2,415.1,180,93,0.08,0,0.13,0.21,1.39,1.52,1.07,0.23,2,"Not recommended"
"Noni Madueke","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p248857.png",7,3.5,5.3,2.3,0.2,21,228,2,0,0,5,0,0,0,1,0,0,1,100.8,83.7,97,28.1,0.44,0,0.21,0.65,1.54,1.97,0.79,0,1,"Not recommended"
"Mykhailo Mudryk","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p465920.png",0,3,6.3,3.2,1.1,54,800,3,3,4,11,0,0,0,3,0,0,4,189.4,214.6,181,58.3,0.22,0,0.18,0.4,1.19,1.24,1.01,0.45,2,"Not recommended"
"Raheem Sterling","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p103955.png",0,2.5,7.1,4.5,8.4,81,1419,5,6,3,25,0,0,0,5,0,0,6,340.6,358.3,519,121.7,0.26,0,0.21,0.47,1.43,1.59,1.01,0.19,4,"Can be alternative"
"Cole Palmer","Chelsea","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p244851.png",18,8.2,5.7,5.4,34.7,92,1150,8,5,2,22,0,0,0,5,0,0,11,465.2,393.9,401,125.8,0.51,0,0.26,0.77,1.71,1.72,0.94,0.16,6,"Recommended"
"Lesley Ugochukwu","Chelsea","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p503714.png",0,0.2,4.4,1.1,0.2,11,269,0,0,1,6,0,0,0,2,0,0,0,47,22,2,7.1,0,0,0.04,0.04,2.25,2.01,1,0.33,5,"Not recommended"
"Roméo Lavia","Chelsea","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p514356.png",0,0.2,4.9,1,0,1,32,0,0,0,0,0,0,0,0,0,0,0,3.6,1.9,0,0.6,0,0,0.03,0.03,0.93,0,0,0,3,"Not recommended"
"Naouirou Ahamada","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p466117.png",0,0.2,4.3,0.9,0.6,9,123,0,0,0,5,0,0,0,1,0,0,0,9.6,17.6,9,3.7,0.07,0,0.04,0.11,2.86,3.66,0,0,3,"Not recommended"
"Jordan Ayew","Crystal Palace","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p80146.png",5,4.5,5.4,3.2,0.3,60,1546,2,5,6,22,0,0,0,4,1,0,0,313.2,255.4,380,94.8,0.16,0,0.1,0.26,1.39,1.28,1.05,0.35,2,"Not recommended"
"Cheick Doucouré","Crystal Palace","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p438464.png",0,0,4.9,1.9,0.1,21,920,0,0,3,12,0,0,0,2,0,0,0,165.8,138.5,36,34.2,0.03,0,0.07,0.1,1.35,1.17,1.08,0.29,5,"Not recommended"
"Eberechi Eze","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p232413.png",9,3.2,6,3.5,3.1,49,993,3,2,3,14,0,0,0,2,0,0,3,271,398.8,323,99.4,0.37,0,0.2,0.57,1.53,1.27,1,0.27,4,"Can be alternative"
"Will Hughes","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p108413.png",1,0.2,4.9,1.7,0,26,967,0,0,4,19,0,0,0,3,0,0,0,168.8,202.4,39,40.9,0.01,0,0.09,0.1,1.58,1.77,1.02,0.37,5,"Not recommended"
"Jefferson Lerma Solís","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p152551.png",2,1.5,4.7,2.4,0.1,36,1305,0,1,3,21,0,0,0,3,0,0,3,182.8,246.2,185,61.4,0.14,0,0.09,0.23,1.38,1.45,1.03,0.21,2,"Not recommended"
"Michael Olise","Crystal Palace","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p443661.png",15,9.8,5.9,6.1,1.5,55,675,5,1,0,14,0,0,0,0,0,0,11,304.6,321.6,274,90.2,0.39,0,0.31,0.7,1.55,1.87,0.93,0,4,"Can be alternative"
"Jairo Riedewald","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p173954.png",0,0.5,4.3,1.8,0.1,7,174,0,0,1,2,0,0,0,0,0,0,0,9.4,5,8,2.2,0,0,0.02,0.02,1.63,1.03,1.03,0.52,5,"Not recommended"
"Jeffrey Schlupp","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p86417.png",1,1.8,4.9,2.5,0.1,43,1080,1,1,4,15,0,0,0,0,0,0,1,191,168.2,172,52.9,0.12,0,0.1,0.22,1.36,1.25,1.25,0.33,2,"Not recommended"
"Matheus França de Oliveira","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p536694.png",1,0.8,4.8,1,0,5,45,0,0,0,0,0,0,0,0,0,0,0,6.8,53.8,13,7.2,0.24,0,0.2,0.44,0.78,0,0,0,3,"Not recommended"
"Jesurun Rak-Sakyi","Crystal Palace","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p450542.png",0,0,4.5,1.3,0,8,132,0,0,1,3,0,0,0,0,0,0,0,23.2,28.2,58,11,0.28,0,0.1,0.38,2.19,2.05,0,0.68,5,"Not recommended"
"David Ozoh","Crystal Palace","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p531989.png",0,0.2,4.5,0.8,0,3,91,0,0,0,2,0,0,0,1,0,0,0,14.6,2.2,0,1.7,0,0,0.01,0.01,1.1,1.98,0,0,3,"Not recommended"
"André Tavares Gomes","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p120250.png",1,2.2,4.4,3,0.1,9,157,1,0,1,2,0,0,0,2,0,0,0,36.8,46,25,10.6,0.07,0,0.05,0.12,1.66,1.15,0.57,0.57,5,"Not recommended"
"Abdoulaye Doucouré","Everton","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p121599.png",0,0.2,5.5,4.5,0.7,76,1442,6,2,5,20,0,0,0,4,0,0,7,339,293.6,447,108.3,0.35,0,0.06,0.41,1.39,1.25,1.06,0.31,4,"Can be alternative"
"James Garner","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p232928.png",2,2,4.9,2.6,0.1,49,1606,1,1,5,27,0,0,0,3,0,0,2,309.6,356.5,140,80.6,0.1,0,0.13,0.23,1.42,1.51,1.01,0.28,2,"Not recommended"
"Idrissa Gueye","Everton","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p80801.png",0,0,4.8,1.9,0,26,1013,1,0,2,17,0,0,0,6,0,0,2,158.6,139.3,84,38.2,0.08,0,0.05,0.13,1.41,1.51,1.15,0.18,5,"Not recommended"
"Dwight McNeil","Everton","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p433154.png",1,3.5,5.4,3.6,0.5,62,1365,2,4,6,17,0,0,0,1,0,0,3,324.6,429.6,234,98.8,0.12,0,0.23,0.35,1.27,1.12,1.05,0.4,4,"Can be alternative"
"Amadou Onana","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p449871.png",2,4,4.7,2.4,0.2,39,1313,1,0,3,22,0,0,0,2,0,0,3,176,160.7,175,51.4,0.1,0,0.07,0.17,1.45,1.51,1.03,0.21,2,"Not recommended"
"Arnaut Danjuma Groeneveld","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p220307.png",1,0.8,5.2,1.7,0.1,20,436,1,0,0,10,0,0,0,0,0,0,0,70.2,64.7,239,37.5,0.48,0,0.04,0.52,1.6,2.06,0.62,0,1,"Not recommended"
"Lewis Dobbin","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p461421.png",0,0.2,4.5,2.2,0.1,13,167,1,0,1,2,0,0,0,0,0,0,0,55.6,13.5,43,11.1,0.13,0,0.01,0.14,1.09,1.08,0.54,0.54,5,"Not recommended"
"Tyler Onyango","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p461446.png",0,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Not recommended"
"Jack Harrison","Everton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p221399.png",2,3.5,5.5,3.9,0.2,54,1116,2,3,6,13,0,0,0,0,0,0,3,236.4,233.6,207,67.7,0.17,0,0.11,0.28,1.3,1.05,1.05,0.48,2,"Not recommended"
"Alex Iwobi","Fulham","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p153133.png",2,2,5.3,2.9,0.6,53,1245,3,1,3,21,0,0,0,2,0,0,3,262.8,316.9,302,88.3,0.26,0,0.13,0.39,1.42,1.52,1.01,0.22,2,"Not recommended"
"Andreas Hoelgebaum Pereira","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p156689.png",1,1.5,5.3,3.2,1,65,1319,1,6,6,22,0,0,0,3,0,0,3,241.8,548.9,137,92.8,0.08,0,0.15,0.23,1.44,1.5,1.16,0.41,2,"Not recommended"
"Tom Cairney","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p76357.png",6,3,4.9,2.7,0.1,48,816,1,5,2,14,0,0,0,1,0,0,2,187.8,166.8,99,45.5,0.07,0,0.18,0.25,1.8,1.54,0.99,0.22,2,"Not recommended"
"Bobby De Cordova-Reid","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p96994.png",10,3.2,5.3,2.9,0.1,53,837,4,1,1,22,0,0,0,2,0,0,5,194.8,108.5,197,49.5,0.35,0,0.04,0.39,1.95,2.37,1.08,0.11,2,"Not recommended"
"Saša Lukić","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p212314.png",0,0.5,4.3,1.4,0.3,15,384,0,0,1,9,0,0,0,1,0,0,0,46.2,50,30,12.3,0.15,0,0.07,0.22,2.95,2.11,0.94,0.23,5,"Not recommended"
"João Palhinha Gonçalves","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p154296.png",2,1.5,5,2.8,0.3,48,1407,2,1,4,25,0,0,0,8,0,0,6,350.6,99.9,145,59.5,0.07,0,0.03,0.1,1.62,1.6,1.02,0.26,2,"Not recommended"
"Harrison Reed","Fulham","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p153366.png",1,0.8,4.5,1.7,0.3,29,787,0,1,3,18,0,0,0,2,0,0,0,119.6,137.7,16,27.3,0.01,0,0.09,0.1,2.08,2.06,1.03,0.34,5,"Not recommended"
"Harry Wilson","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p153682.png",1,1.5,5.3,2.6,0.2,52,1034,2,4,3,19,0,0,0,2,0,0,0,209.4,194.9,195,59.9,0.15,0,0.14,0.29,2.04,1.65,0.87,0.26,2,"Not recommended"
"Willian Borges da Silva","Fulham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p47431.png",2,0.5,5.3,3.9,0.6,62,1079,4,2,4,16,0,0,0,1,0,0,6,256.2,336.8,248,83.9,0.3,0,0.13,0.43,1.46,1.33,1.08,0.33,2,"Not recommended"
"Adama Traoré","Fulham","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p159533.png",0,0,4.9,1,0,4,40,0,0,0,3,0,0,0,0,0,0,0,9.6,5,21,3.5,0.27,0,0.07,0.34,7.56,6.75,0,0,3,"Not recommended"
"Diogo Teixeira da Silva","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p194634.png",7,3.2,7.8,4.1,5.5,57,664,5,4,3,6,0,0,0,1,1,0,2,244.6,175.9,361,78,0.42,0,0.16,0.58,1.03,0.81,1.08,0.41,4,"Can be alternative"
"Harvey Elliott","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p444884.png",0,1.2,4.8,1.8,0.2,28,398,1,2,1,2,0,0,0,1,0,0,0,111.6,137.9,89,33.7,0.13,0,0.35,0.48,1.16,0.45,0.45,0.23,1,"Not recommended"
"Curtis Jones","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p206915.png",9,3.2,4.9,2,0.1,24,572,1,1,1,8,0,0,0,1,1,0,2,114,77.1,112,29.9,0.26,0,0.07,0.33,1.51,1.26,1.1,0.16,5,"Not recommended"
"Luis Díaz","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p244731.png",1,2.5,7.3,2.9,7.5,56,1150,3,2,4,13,0,0,0,2,0,0,1,208.2,304.3,395,90.6,0.31,0,0.14,0.45,1.15,1.02,1.1,0.31,4,"Can be alternative"
"Alexis Mac Allister","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p243016.png",1,0.2,5.8,2.1,2.7,32,1101,1,1,3,13,0,0,0,5,1,0,3,200,168.7,31,39.9,0.02,0,0.11,0.13,1.28,1.06,1.14,0.25,5,"Not recommended"
"Mohamed Salah","Liverpool","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p118748.png",16,7.2,13.2,7.8,31.3,156,1740,14,8,7,17,0,0,2,2,0,0,21,771,618.5,939,233.1,0.71,0,0.3,1.01,1.07,0.88,1.03,0.36,6,"Recommended"
"Dominik Szoboszlai","Liverpool","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p424876.png",2,2,7.1,3.6,4.8,73,1591,2,4,7,15,0,0,0,1,0,0,6,321.4,520.1,208,104.8,0.1,0,0.21,0.31,1.1,0.85,1.07,0.4,4,"Can be alternative"
"Ben Doak","Liverpool","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p496208.png",0,0,4.4,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0.1,0,0,0,0,0.97,0,0,0,3,"Not recommended"
"James McConnell","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p491501.png",0,0,4.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0.9,0,0,0,3,"Not recommended"
"Wataru Endo","Liverpool","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p158983.png",1,1.8,5.4,1.7,0.1,25,697,1,0,4,4,0,0,0,5,0,0,0,124.6,108.8,28,25.9,0.04,0,0.07,0.11,1.15,0.52,1.03,0.52,5,"Not recommended"
"Ryan Gravenberch","Liverpool","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p441266.png",1,2,5,1.5,0.1,23,621,0,0,3,7,0,0,0,0,0,0,0,81.6,124.1,127,33.2,0.21,0,0.1,0.31,1,1.01,1.01,0.43,5,"Not recommended"
"Albert Sambi Lokonga","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p437742.png",2,3.7,4.9,2.5,0,15,407,0,1,1,7,0,0,0,0,0,0,1,65,31.2,15,11.1,0.02,0,0.01,0.03,1.44,1.55,1.11,0.22,5,"Not recommended"
"Marvelous Nakamba","Luton","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p184704.png",0,0,4.4,1.6,0.7,21,1131,0,0,0,24,0,0,0,5,0,0,0,146.4,102.8,14,26.5,0.01,0,0.04,0.05,2.09,1.91,1.03,0,5,"Not recommended"
"Luke Berry","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p82738.png",0,0,4.7,1,0,2,26,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,4.22,3.46,0,0,3,"Not recommended"
"Jordan Clark","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p96784.png",0,0,4.8,0.8,0,4,79,0,0,0,3,0,0,0,1,0,0,0,16.8,11.8,2,3.1,0,0,0.08,0.08,4.03,3.42,0,0,3,"Not recommended"
"Pelly Ruddock Mpanzu","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p104047.png",0,0.7,4.7,1.5,0,24,724,0,0,1,14,0,0,0,0,0,0,0,71,68.6,41,18,0.06,0,0.17,0.23,2.22,1.74,0.99,0.12,5,"Not recommended"
"Tahith Chong","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p222677.png",1,0.3,4.8,1.5,0.1,23,724,1,0,0,18,0,0,0,3,0,0,0,103.2,64.8,108,27.2,0.12,0,0.06,0.18,2.39,2.24,0.75,0,5,"Not recommended"
"Ross Barkley","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p88894.png",8,5,4.9,2.9,0.3,41,1073,2,2,1,25,0,0,0,3,0,0,1,252.2,209.7,163,62.3,0.14,0,0.08,0.22,2.14,2.1,1.01,0.08,2,"Not recommended"
"Andros Townsend","Luton","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p60252.png",2,5,5,3.5,0.2,39,617,1,3,3,13,0,0,0,0,0,0,3,132,147.4,89,36.8,0.17,0,0.18,0.35,1.85,1.9,1.17,0.44,2,"Not recommended"
"Bernardo Veiga de Carvalho e Silva","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p165809.png",3,6,6.5,5.1,5.2,81,1358,5,4,3,18,0,0,0,3,0,0,13,456.2,499,296,125.2,0.11,0,0.29,0.4,0.96,1.19,0.99,0.2,4,"Can be alternative"
"Oscar Bobb","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p477555.png",1,0.3,4.4,2,0,12,107,0,2,0,2,0,0,0,0,0,0,0,35,55,23,11.3,0.12,0,0.57,0.69,0.96,1.68,0,0,1,"Not recommended"
"Kevin De Bruyne","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p61366.png",0,0,10.3,1,9.3,1,22,0,0,0,0,0,0,0,0,0,0,0,2.4,18.8,1,2.2,0.08,0,0.65,0.73,0.41,0,4.09,0,1,"Not recommended"
"Phil Foden","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p209244.png",12,8.3,7.9,5.1,28.2,96,1514,5,6,6,18,0,0,0,1,0,0,12,451,584.9,487,152.5,0.25,0,0.21,0.46,0.97,1.07,1.01,0.36,6,"Recommended"
"Jack Grealish","Man City","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p114283.png",1,3.3,7.2,3.2,2,39,684,3,1,2,9,0,0,0,5,0,0,6,214.2,267.2,222,70.4,0.25,0,0.26,0.51,1.02,1.18,0.92,0.26,4,"Can be alternative"
"Mateo Kovačić","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p91651.png",2,1,4.7,1.7,0.4,24,759,0,0,4,8,0,0,0,3,0,0,0,99.2,153.4,48,30,0.07,0,0.1,0.17,0.69,0.95,0.95,0.47,5,"Not recommended"
"Kalvin Phillips","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p155405.png",0,0,4.7,1,0,4,89,0,0,0,2,0,0,0,0,0,0,0,16.2,9.3,6,3.1,0.07,0,0.07,0.14,1.6,2.02,0,0,3,"Not recommended"
"Rodrigo Hernandez","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p220566.png",10,4.7,5.6,3.9,5.1,63,1360,4,3,5,16,0,0,0,6,1,0,7,426.8,347,232,100.5,0.16,0,0.21,0.37,1.01,1.06,1.06,0.33,4,"Can be alternative"
"Matheus Luiz Nunes","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p465351.png",0,0.7,4.8,1.5,0.1,15,472,0,1,1,10,0,0,0,0,1,0,0,84,85.3,53,22.2,0.05,0,0.09,0.14,1.29,1.91,0.95,0.19,5,"Not recommended"
"Jérémy Doku","Man City","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p248875.png",0,0,6.5,4.5,2.5,49,693,2,5,0,11,0,0,0,2,0,0,9,273.6,263,327,86.4,0.11,0,0.33,0.44,0.84,1.43,1.17,0,4,"Can be alternative"
"Mason Mount","Man Utd","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p184341.png",0,0,6.8,1.5,0.8,12,397,0,0,1,6,0,0,0,1,0,0,0,53,86.3,40,18,0.05,0,0.07,0.12,1.57,1.36,0.91,0.23,5,"Not recommended"
"Amad Diallo","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p493250.png",1,0.2,4.4,1,0,1,36,0,0,0,2,0,0,0,0,0,0,0,7.4,12.5,23,4.3,0.18,0,0.28,0.46,0.92,5,0,0,3,"Not recommended"
"Antony Matheus dos Santos","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p467169.png",1,1.8,6.8,1.6,0.6,26,899,0,0,3,10,0,0,0,3,0,0,0,120.8,230.2,162,50.8,0.14,0,0.13,0.27,1.44,1,1.1,0.3,5,"Not recommended"
"Bruno Borges Fernandes","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p141746.png",2,1,8.2,3.6,10.4,68,1710,3,3,5,27,0,0,1,7,0,0,10,464.6,812.9,327,160.4,0.24,0,0.29,0.53,1.64,1.42,1,0.26,4,"Can be alternative"
"Carlos Henrique Casimiro","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p61256.png",0,0,5.3,2.6,2,21,648,1,0,2,11,0,0,0,1,0,0,0,167.2,112.6,123,40.3,0.27,0,0.06,0.33,1.52,1.53,1.11,0.28,5,"Not recommended"
"Christian Eriksen","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p80607.png",1,1,5.8,2.4,0.4,33,788,1,1,1,16,0,0,0,1,0,0,4,175.6,193.8,79,45,0.08,0,0.15,0.23,1.73,1.83,0.91,0.11,5,"Not recommended"
"Alejandro Garnacho","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p493105.png",4,5.8,4.8,3.1,5.5,55,1062,3,2,5,15,0,0,0,3,0,0,2,209.6,252.3,447,90.4,0.31,0,0.07,0.38,1.64,1.27,1.02,0.42,2,"Not recommended"
